passport_label|connected_gen_vectors
6.10-1.0.2.2.2.2.2.2.71|['a', 'b^3a', 'a', 'b^3a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.72|['a', 'b^3a', 'a', 'b^3a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.73|['a', 'b^3a', 'a', 'ba', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.74|['a', 'b^3a', 'a', 'ba', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.75|['a', 'b^3a', 'a', 'ba', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.76|['a', 'b^3a', 'a', 'ba', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.77|['a', 'b^3a', 'a', 'ba', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.78|['a', 'b^3a', 'a', 'b^4a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.79|['a', 'b^3a', 'a', 'b^4a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.80|['a', 'b^3a', 'a', 'b^4a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.81|['a', 'b^3a', 'a', 'b^4a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.82|['a', 'b^3a', 'a', 'b^4a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.83|['a', 'b^3a', 'a', 'b^2a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.84|['a', 'b^3a', 'a', 'b^2a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.85|['a', 'b^3a', 'a', 'b^2a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.86|['a', 'b^3a', 'a', 'b^2a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.87|['a', 'b^3a', 'a', 'b^2a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.88|['a', 'b^3a', 'b^3a', 'a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.89|['a', 'b^3a', 'b^3a', 'a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.90|['a', 'b^3a', 'b^3a', 'a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.91|['a', 'b^3a', 'b^3a', 'a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.92|['a', 'b^3a', 'b^3a', 'a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.93|['a', 'b^3a', 'b^3a', 'b^3a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.94|['a', 'b^3a', 'b^3a', 'b^3a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.95|['a', 'b^3a', 'b^3a', 'b^3a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.96|['a', 'b^3a', 'b^3a', 'b^3a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.97|['a', 'b^3a', 'b^3a', 'b^3a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.98|['a', 'b^3a', 'b^3a', 'ba', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.99|['a', 'b^3a', 'b^3a', 'ba', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.100|['a', 'b^3a', 'b^3a', 'ba', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.101|['a', 'b^3a', 'b^3a', 'ba', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.102|['a', 'b^3a', 'b^3a', 'ba', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.103|['a', 'b^3a', 'b^3a', 'b^4a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.104|['a', 'b^3a', 'b^3a', 'b^4a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.105|['a', 'b^3a', 'b^3a', 'b^4a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.106|['a', 'b^3a', 'b^3a', 'b^4a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.107|['a', 'b^3a', 'b^3a', 'b^4a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.108|['a', 'b^3a', 'b^3a', 'b^2a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.109|['a', 'b^3a', 'b^3a', 'b^2a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.110|['a', 'b^3a', 'b^3a', 'b^2a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.111|['a', 'b^3a', 'b^3a', 'b^2a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.112|['a', 'b^3a', 'b^3a', 'b^2a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.113|['a', 'b^3a', 'ba', 'a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.114|['a', 'b^3a', 'ba', 'a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.115|['a', 'b^3a', 'ba', 'a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.116|['a', 'b^3a', 'ba', 'a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.117|['a', 'b^3a', 'ba', 'a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.118|['a', 'b^3a', 'ba', 'b^3a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.119|['a', 'b^3a', 'ba', 'b^3a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.120|['a', 'b^3a', 'ba', 'b^3a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.121|['a', 'b^3a', 'ba', 'b^3a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.122|['a', 'b^3a', 'ba', 'b^3a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.123|['a', 'b^3a', 'ba', 'ba', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.124|['a', 'b^3a', 'ba', 'ba', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.125|['a', 'b^3a', 'ba', 'ba', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.126|['a', 'b^3a', 'ba', 'ba', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.127|['a', 'b^3a', 'ba', 'ba', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.128|['a', 'b^3a', 'ba', 'b^4a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.129|['a', 'b^3a', 'ba', 'b^4a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.130|['a', 'b^3a', 'ba', 'b^4a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.131|['a', 'b^3a', 'ba', 'b^4a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.132|['a', 'b^3a', 'ba', 'b^4a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.133|['a', 'b^3a', 'ba', 'b^2a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.134|['a', 'b^3a', 'ba', 'b^2a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.135|['a', 'b^3a', 'ba', 'b^2a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.136|['a', 'b^3a', 'ba', 'b^2a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.137|['a', 'b^3a', 'ba', 'b^2a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.138|['a', 'b^3a', 'b^4a', 'a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.139|['a', 'b^3a', 'b^4a', 'a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.140|['a', 'b^3a', 'b^4a', 'a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.141|['a', 'b^3a', 'b^4a', 'a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.142|['a', 'b^3a', 'b^4a', 'a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.143|['a', 'b^3a', 'b^4a', 'b^3a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.144|['a', 'b^3a', 'b^4a', 'b^3a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.145|['a', 'b^3a', 'b^4a', 'b^3a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.146|['a', 'b^3a', 'b^4a', 'b^3a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.147|['a', 'b^3a', 'b^4a', 'b^3a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.148|['a', 'b^3a', 'b^4a', 'ba', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.149|['a', 'b^3a', 'b^4a', 'ba', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.150|['a', 'b^3a', 'b^4a', 'ba', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.151|['a', 'b^3a', 'b^4a', 'ba', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.152|['a', 'b^3a', 'b^4a', 'ba', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.153|['a', 'b^3a', 'b^4a', 'b^4a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.154|['a', 'b^3a', 'b^4a', 'b^4a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.155|['a', 'b^3a', 'b^4a', 'b^4a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.156|['a', 'b^3a', 'b^4a', 'b^4a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.157|['a', 'b^3a', 'b^4a', 'b^4a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.158|['a', 'b^3a', 'b^4a', 'b^2a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.159|['a', 'b^3a', 'b^4a', 'b^2a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.160|['a', 'b^3a', 'b^4a', 'b^2a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.161|['a', 'b^3a', 'b^4a', 'b^2a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.162|['a', 'b^3a', 'b^4a', 'b^2a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.163|['a', 'b^3a', 'b^2a', 'a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.164|['a', 'b^3a', 'b^2a', 'a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.165|['a', 'b^3a', 'b^2a', 'a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.166|['a', 'b^3a', 'b^2a', 'a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.167|['a', 'b^3a', 'b^2a', 'a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.168|['a', 'b^3a', 'b^2a', 'b^3a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.169|['a', 'b^3a', 'b^2a', 'b^3a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.170|['a', 'b^3a', 'b^2a', 'b^3a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.171|['a', 'b^3a', 'b^2a', 'b^3a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.172|['a', 'b^3a', 'b^2a', 'b^3a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.173|['a', 'b^3a', 'b^2a', 'ba', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.174|['a', 'b^3a', 'b^2a', 'ba', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.175|['a', 'b^3a', 'b^2a', 'ba', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.176|['a', 'b^3a', 'b^2a', 'ba', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.177|['a', 'b^3a', 'b^2a', 'ba', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.178|['a', 'b^3a', 'b^2a', 'b^4a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.179|['a', 'b^3a', 'b^2a', 'b^4a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.180|['a', 'b^3a', 'b^2a', 'b^4a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.181|['a', 'b^3a', 'b^2a', 'b^4a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.182|['a', 'b^3a', 'b^2a', 'b^4a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.183|['a', 'b^3a', 'b^2a', 'b^2a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.184|['a', 'b^3a', 'b^2a', 'b^2a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.185|['a', 'b^3a', 'b^2a', 'b^2a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.186|['a', 'b^3a', 'b^2a', 'b^2a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.187|['a', 'b^3a', 'b^2a', 'b^2a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.188|['a', 'ba', 'a', 'a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.189|['a', 'ba', 'a', 'a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.190|['a', 'ba', 'a', 'a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.191|['a', 'ba', 'a', 'a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.192|['a', 'ba', 'a', 'a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.193|['a', 'ba', 'a', 'b^3a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.194|['a', 'ba', 'a', 'b^3a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.195|['a', 'ba', 'a', 'b^3a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.196|['a', 'ba', 'a', 'b^3a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.197|['a', 'ba', 'a', 'b^3a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.198|['a', 'ba', 'a', 'ba', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.199|['a', 'ba', 'a', 'ba', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.200|['a', 'ba', 'a', 'ba', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.201|['a', 'ba', 'a', 'ba', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.202|['a', 'ba', 'a', 'ba', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.203|['a', 'ba', 'a', 'b^4a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.204|['a', 'ba', 'a', 'b^4a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.205|['a', 'ba', 'a', 'b^4a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.206|['a', 'ba', 'a', 'b^4a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.207|['a', 'ba', 'a', 'b^4a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.208|['a', 'ba', 'a', 'b^2a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.209|['a', 'ba', 'a', 'b^2a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.210|['a', 'ba', 'a', 'b^2a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.211|['a', 'ba', 'a', 'b^2a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.212|['a', 'ba', 'a', 'b^2a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.213|['a', 'ba', 'b^3a', 'a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.214|['a', 'ba', 'b^3a', 'a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.215|['a', 'ba', 'b^3a', 'a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.216|['a', 'ba', 'b^3a', 'a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.217|['a', 'ba', 'b^3a', 'a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.218|['a', 'ba', 'b^3a', 'b^3a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.219|['a', 'ba', 'b^3a', 'b^3a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.220|['a', 'ba', 'b^3a', 'b^3a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.221|['a', 'ba', 'b^3a', 'b^3a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.222|['a', 'ba', 'b^3a', 'b^3a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.223|['a', 'ba', 'b^3a', 'ba', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.224|['a', 'ba', 'b^3a', 'ba', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.225|['a', 'ba', 'b^3a', 'ba', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.226|['a', 'ba', 'b^3a', 'ba', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.227|['a', 'ba', 'b^3a', 'ba', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.228|['a', 'ba', 'b^3a', 'b^4a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.229|['a', 'ba', 'b^3a', 'b^4a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.230|['a', 'ba', 'b^3a', 'b^4a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.231|['a', 'ba', 'b^3a', 'b^4a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.232|['a', 'ba', 'b^3a', 'b^4a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.233|['a', 'ba', 'b^3a', 'b^2a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.234|['a', 'ba', 'b^3a', 'b^2a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.235|['a', 'ba', 'b^3a', 'b^2a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.236|['a', 'ba', 'b^3a', 'b^2a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.237|['a', 'ba', 'b^3a', 'b^2a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.238|['a', 'ba', 'ba', 'a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.239|['a', 'ba', 'ba', 'a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.240|['a', 'ba', 'ba', 'a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.241|['a', 'ba', 'ba', 'a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.242|['a', 'ba', 'ba', 'a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.243|['a', 'ba', 'ba', 'b^3a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.244|['a', 'ba', 'ba', 'b^3a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.245|['a', 'ba', 'ba', 'b^3a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.246|['a', 'ba', 'ba', 'b^3a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.247|['a', 'ba', 'ba', 'b^3a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.248|['a', 'ba', 'ba', 'ba', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.249|['a', 'ba', 'ba', 'ba', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.250|['a', 'ba', 'ba', 'ba', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.251|['a', 'ba', 'ba', 'ba', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.252|['a', 'ba', 'ba', 'ba', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.253|['a', 'ba', 'ba', 'b^4a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.254|['a', 'ba', 'ba', 'b^4a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.255|['a', 'ba', 'ba', 'b^4a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.256|['a', 'ba', 'ba', 'b^4a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.257|['a', 'ba', 'ba', 'b^4a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.258|['a', 'ba', 'ba', 'b^2a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.259|['a', 'ba', 'ba', 'b^2a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.260|['a', 'ba', 'ba', 'b^2a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.261|['a', 'ba', 'ba', 'b^2a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.262|['a', 'ba', 'ba', 'b^2a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.263|['a', 'ba', 'b^4a', 'a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.264|['a', 'ba', 'b^4a', 'a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.265|['a', 'ba', 'b^4a', 'a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.266|['a', 'ba', 'b^4a', 'a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.267|['a', 'ba', 'b^4a', 'a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.268|['a', 'ba', 'b^4a', 'b^3a', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.269|['a', 'ba', 'b^4a', 'b^3a', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.270|['a', 'ba', 'b^4a', 'b^3a', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.271|['a', 'ba', 'b^4a', 'b^3a', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.272|['a', 'ba', 'b^4a', 'b^3a', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.273|['a', 'ba', 'b^4a', 'ba', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.274|['a', 'ba', 'b^4a', 'ba', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.275|['a', 'ba', 'b^4a', 'ba', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.276|['a', 'ba', 'b^4a', 'ba', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.277|['a', 'ba', 'b^4a', 'ba', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.278|['a', 'ba', 'b^4a', 'b^4a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.279|['a', 'ba', 'b^4a', 'b^4a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.280|['a', 'ba', 'b^4a', 'b^4a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.281|['a', 'ba', 'b^4a', 'b^4a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.282|['a', 'ba', 'b^4a', 'b^4a', 'b^2a', 'ba']
6.10-1.0.2.2.2.2.2.2.283|['a', 'ba', 'b^4a', 'b^2a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.284|['a', 'ba', 'b^4a', 'b^2a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.285|['a', 'ba', 'b^4a', 'b^2a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.286|['a', 'ba', 'b^4a', 'b^2a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.287|['a', 'ba', 'b^4a', 'b^2a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.288|['a', 'ba', 'b^2a', 'a', 'a', 'ba']
6.10-1.0.2.2.2.2.2.2.289|['a', 'ba', 'b^2a', 'a', 'b^3a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.290|['a', 'ba', 'b^2a', 'a', 'ba', 'b^2a']
6.10-1.0.2.2.2.2.2.2.291|['a', 'ba', 'b^2a', 'a', 'b^4a', 'a']
6.10-1.0.2.2.2.2.2.2.292|['a', 'ba', 'b^2a', 'a', 'b^2a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.293|['a', 'ba', 'b^2a', 'b^3a', 'a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.294|['a', 'ba', 'b^2a', 'b^3a', 'b^3a', 'ba']
6.10-1.0.2.2.2.2.2.2.295|['a', 'ba', 'b^2a', 'b^3a', 'ba', 'b^4a']
6.10-1.0.2.2.2.2.2.2.296|['a', 'ba', 'b^2a', 'b^3a', 'b^4a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.297|['a', 'ba', 'b^2a', 'b^3a', 'b^2a', 'a']
6.10-1.0.2.2.2.2.2.2.298|['a', 'ba', 'b^2a', 'ba', 'a', 'a']
6.10-1.0.2.2.2.2.2.2.299|['a', 'ba', 'b^2a', 'ba', 'b^3a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.300|['a', 'ba', 'b^2a', 'ba', 'ba', 'ba']
6.10-1.0.2.2.2.2.2.2.301|['a', 'ba', 'b^2a', 'ba', 'b^4a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.302|['a', 'ba', 'b^2a', 'ba', 'b^2a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.303|['a', 'ba', 'b^2a', 'b^4a', 'a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.304|['a', 'ba', 'b^2a', 'b^4a', 'b^3a', 'a']
6.10-1.0.2.2.2.2.2.2.305|['a', 'ba', 'b^2a', 'b^4a', 'ba', 'b^3a']
6.10-1.0.2.2.2.2.2.2.306|['a', 'ba', 'b^2a', 'b^4a', 'b^4a', 'ba']
6.10-1.0.2.2.2.2.2.2.307|['a', 'ba', 'b^2a', 'b^4a', 'b^2a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.308|['a', 'ba', 'b^2a', 'b^2a', 'a', 'b^4a']
6.10-1.0.2.2.2.2.2.2.309|['a', 'ba', 'b^2a', 'b^2a', 'b^3a', 'b^2a']
6.10-1.0.2.2.2.2.2.2.310|['a', 'ba', 'b^2a', 'b^2a', 'ba', 'a']
6.10-1.0.2.2.2.2.2.2.311|['a', 'ba', 'b^2a', 'b^2a', 'b^4a', 'b^3a']
6.10-1.0.2.2.2.2.2.2.312|['a', 'ba', 'b^2a', 'b^2a', 'b^2a', 'ba']
6.12-1.0.3.3.4.4.1|['b^2', 'b^2', 'a', 'b^2a^-1']
6.12-1.0.3.3.4.4.2|['b^2', 'b', 'a', 'a^-1']
6.12-2.0.3.3.4.4.1|['a^8', 'a^4', 'a^9', 'a^3']
6.12-1.0.2.4.4.6.1|['a^-2', 'a', 'ba^-1', 'b^2a^-2']
6.12-5.0.2.3.6.6.1|['b^3', 'b^4', 'b^4a', 'ba']
6.12-5.0.2.3.6.6.2|['b^3', 'b^2', 'b^2a', 'b^5a']
6.12-5.0.2.3.6.6.3|['a', 'b^4', 'b', 'ba']
6.12-5.0.2.3.6.6.4|['a', 'b^2', 'b^5', 'b^5a']
6.12-5.0.2.3.6.6.5|['b^3a', 'b^4', 'b', 'b^4a']
